protein	count
Q5SNT6	2
Q5JVF3	1
P78344	3
Q9BS26	2
Q9P258	12
Q14331	2
Q8N1B4	1
P61201	3
P09234	10
P49642	3
P51397	2
Q9GZQ3	1
Q9Y570	4
P62820	2
P19367	21
Q9UNM6	4
P62306	1
Q9NX58	1
P38432	2
P46782	2
Q01085	13
Q9Y230	31
P61086	5
Q9NZL9	3
Q13242	12
O43390	17
Q16656	2
Q9NYV6	1
Q9C0E2	1
Q92598	7
Q5RKV6	3
Q6NVY1	3
P29372	2
O00442	12
Q86WQ0	6
Q92882	1
Q99536	2
Q9Y3F4	7
P63167	8
O75828	6
Q9BT25	1
Q9Y530	2
O43670	18
Q9Y3U8	1
Q9UEW8	5
Q08209	2
Q9H1A4	4
Q15393	9
Q9Y6W5	3
O60814	5
P41227	7
Q9Y2A7	3
P31939	18
P11908	5
Q8N9N7	4
P55786	4
Q5T1M5	1
P14635	13
O60506	15
O75151	1
Q5VTL8	2
Q9Y6D9	1
Q8NBF2	1
Q9NYB9	1
Q6IBW4	1
Q9GZZ1	3
Q16512	1
Q9Y281	5
P48059	6
Q969E4	1
Q9P1F3	5
Q15398	4
Q16527	28
P62314	15
P17480	10
Q9H2U2	2
Q9HD26	1
P51532	4
P83881	1
P10809	11
O96006	1
O43681	3
Q86WJ1	3
Q9UKV3	21
Q8NC96	1
P49247	2
Q3ZCW2	6
Q9NVZ3	2
Q9Y3B4	2
P33993	3
Q96SI9	3
Q96T88	4
Q13155	5
Q9BVA1	1
Q9NX24	1
Q7KZ85	1
Q06546	1
Q9Y6G9	4
Q9Y2B0	2
P84077	1
P09651	43
Q14683	9
Q6UWE0	1
O14602	1
Q9BSJ2	4
Q9UIF9	1
Q06330	2
O95433	2
Q9NYV4	7
P38159	16
Q15437	4
P17812	1
Q92599	12
O14497	4
Q8N335	2
Q15008	5
P62993	5
O00170	18
Q13185	7
Q9NY12	1
P20264	3
O95456	1
Q92917	5
O95747	6
P30154	1
Q8WWY3	3
O75152	1
O43663	4
P20962	4
Q9NRL3	1
P16220	1
Q14444	4
Q4KMP7	2
O43237	6
Q16555	6
Q9UEY8	2
O00244	1
Q15645	2
O15020	3
Q13888	2
O95373	8
P11586	25
P48643	11
P10412	7
P56282	1
Q8N5C6	2
Q7Z6M1	1
Q9NRR5	1
O00422	5
O75608	4
O15067	4
Q15014	2
Q13596	1
P00338	13
P55209	6
P51812	1
P78345	1
Q9BUT1	3
P08243	3
Q13315	2
P31751	3
Q9NRN7	7
Q8WXF1	7
Q9NRL2	4
Q8ND56	9
Q92793	2
Q14980	34
A6NCE7	1
Q96KR1	1
Q9UMS4	16
P42224	2
Q13442	2
Q09028	32
P49916	9
Q02040	2
Q96GD0	3
Q66K74	6
P11172	4
Q52LJ0	7
Q9UI30	9
Q9BWF3	1
Q9H9Y6	2
O00764	2
Q96TA1	2
P62424	7
Q9UNZ2	3
Q13042	4
Q9H0E9	2
Q9NUQ8	2
P26358	8
P46926	2
Q6I9Y2	4
P52306	2
Q14566	6
Q9Y490	5
Q9Y520	3
P43487	10
P17066	2
Q13112	8
P28066	3
O00506	3
Q96SB4	2
P25788	2
Q9NPD3	2
P16403	4
P39748	8
Q9ULC4	1
Q15042	3
P31946	14
Q9HAT8	1
P27348	38
Q9HD15	4
Q8N6R0	1
Q8N3F8	4
P62937	12
P09417	6
P13051	1
P04350	14
Q9NWY4	1
Q99426	6
Q8N163	6
P13804	1
Q9NRV9	2
P17987	9
Q99848	1
P53618	4
Q4LDG9	2
Q9BPX3	3
Q9Y5B9	24
O75083	21
Q969T4	1
Q15785	3
P29692	29
O95394	6
P49736	4
Q9UBB6	1
Q9UI08	1
O95163	2
K1H1_HUMAN	3
Q9H1I8	1
Q96EK6	10
O00268	2
Q9BY77	2
Q7Z739	2
Q9BXP5	12
P78356	1
O60828	4
Q9UNP9	1
A8K0Z3	2
P51148	2
P04080	5
Q9UQ35	23
Q6NYC8	3
P16455	4
O95619	1
Q92928	2
Q96FW1	8
Q02952	4
Q9Y2S6	3
P09038	1
P61026	2
Q13098	2
Q9C0H6	1
O43765	4
P49756	8
Q9NR50	1
Q8NFD5	3
P61326	1
Q13435	8
O76080	1
Q8WUA4	3
Q9UIL1	3
Q13813	6
Q96J01	5
P63220	1
P35241	15
Q12888	7
P46100	4
Q99598	1
P55854	4
P51452	4
Q9NR33	2
Q9Y6I4	1
O60231	2
Q96JB2	1
P15374	5
O75554	1
Q8TBB5	2
P18085	5
P21266	1
Q5TDH0	2
P62917	1
P12270	2
P08779	1
Q9Y421	1
O15144	7
P32119	30
Q96PU4	2
P52298	2
Q92547	1
Q8NI27	4
Q9UHX1	20
Q09666	15
Q9H6Y2	1
Q8TF09	10
NM_001077490_1	3
P61160	8
P14174	6
Q96DG6	4
Q9BTT4	1
P26640	11
P23588	10
P49643	8
Q96CP2	2
Q9Y265	30
K22E_HUMAN	27
P38606	3
Q9H993	12
O60341	2
P62330	4
Q9BUQ8	6
Q13200	6
Q9H3U1	3
Q9H2K8	1
O95757	5
Q96SY0	4
P46060	4
P68032	1
Q9Y3I0	8
O43148	2
Q13907	2
Q9UBE0	4
P12429	5
Q53HV7	1
Q14315	5
Q9Y5X1	5
Q5T1V6	2
O00299	5
Q08170	14
P47755	6
P09661	10
Q9BS40	1
Q96FV9	3
Q9UBQ7	4
O14907	3
C9JLW8	2
P62191	4
Q6P3W7	2
Q9Y4K4	4
P04183	11
P62487	1
Q9Y3C8	4
O95319	3
Q9BV86	5
P49841	2
Q9H6S3	1
P30040	5
P35908	5
P0C7H8	1
Q13426	2
Q9NTK5	14
Q86V21	1
Q15796	1
Q13283	9
P54725	2
Q96B26	4
Q96EK9	1
P40925	6
P42167	1
O75934	5
P16930	2
P50990	12
O15344	4
P07737	25
P68371	33
O14980	4
B2RPK0	4
P55884	13
Q92922	7
O43719	8
Q9Y4B6	3
Q8TAG9	1
Q6P1Q9	1
P31942	29
P30043	9
P41240	4
P31150	6
P12532	1
Q3B726	4
ANXA5_HUMAN	5
Q9Y450	4
O15047	7
Q9NY33	3
Q6GQQ9	1
K1C10_HUMAN	30
O14617	8
Q8TD16	1
Q9H9A6	2
Q9UBP0	4
Q9BQ69	2
O76071	2
O43660	3
Q99471	3
Q12904	7
O43639	1
P63244	7
P30740	5
Q12899	4
Q53GS9	5
O95218	6
Q9Y4L1	3
Q16629	25
P48506	6
Q00013	4
Q14019	1
O95372	2
Q03111	6
Q15637	16
Q96DI7	1
O15498	2
Q9HB71	5
P09525	4
Q9H910	21
P00390	3
Q9UPT5	2
Q13630	1
P25398	20
Q9Y262	5
O43776	4
P50995	7
P08579	6
Q9UMX0	5
Q9UKM9	3
Q96PU8	9
Q9NWH9	3
Q96EY5	1
P55263	3
P02538	4
Q13416	2
P49411	1
P84090	17
P50479	6
Q8NCW5	13
Q9HCE5	2
P67809	7
O00541	4
Q96T37	5
P45985	3
A6NDG6	4
Q96MU7	3
Q9UKX7	1
P07237	3
O75717	3
P16152	14
P10155	2
O95817	6
P49589	4
P43686	1
Q01780	3
Q8WXX5	12
Q9UKS6	2
Q8N5M4	2
P06454	2
P61981	5
P52209	8
Q15545	1
Q14974	36
P83876	6
Q6PD62	4
Q9Y5N6	1
Q9Y5X2	1
Q04323	3
P63151	4
