protein	count
O14732	5
Q9H0H5	2
Q13363	12
Q8N543	2
Q9Y295	4
Q9UBU8	4
Q06546	2
Q9Y450	3
Q12788	2
P02538	4
Q9Y376	6
Q9H0E2	1
O75347	3
Q4V328	1
Q9Y266	2
Q9H267	2
A6NHR9	2
Q7KZ85	4
P02786	5
Q99729	4
K2C1_HUMAN	19
Q6PGP7	1
P56211	1
P25788	4
Q5RKV6	2
Q68EM7	1
Q96IU4	1
Q9UJX5	4
P49327	9
O95433	2
P56537	2
Q96EN8	3
O15020	2
O15067	1
Q9Y4A5	2
P09429	3
Q9NQW6	3
Q92541	2
O14737	4
O75643	15
Q9Y5U2	6
P49773	3
P18887	2
Q8IYI6	3
P22061	1
P60174	4
Q9H3P2	5
Q15404	1
P21283	1
Q15059	6
P41240	1
