protein	count
Q9H269	4
P62306	1
O14979	2
P42704	2
O14980	21
O14787; Q92973	8
NM_018656_1	1
Q9NVM9	10
P13645	3
Q9BXB4	5
Q0VDF9	12
P19338	129
O95718; P11474	4
Q8IY67	1
Q6UWE0	2
P42025; P61163	4
P07195	119
Q9ULR0	7
P27348; P31946; P31947; P61981; P62258; P63104; Q04917	12
Q14157	6
P48643; P50991	8
Q04637	79
O75340	48
P08238	49
Q9UHX1	145
Q14331; Q9BZ01	1
Q9NW08	3
Q14376	2
NM_001402_6	5
Q12894	6
P51452	3
P13647	8
O43175; Q13363	7
NM_005692_2; O60814; P06899; P23527; P33778; P57053; P58876; P62807; Q16778; Q5QNW6; Q8N257; Q93079; Q96A08; Q99877; Q99879; Q99880	3
Q08554	1
Q9UKV3	89
Q9BQ61	8
P06753; P07951; P67936	1
Q8N1F8	1
P11766	7
O95758; P26599	1
P19447	7
Q9UGU5	8
Q12800	1
O60664	110
Q9P2I0	17
Q9UHB9	17
Q16881	26
Q9BQE9	1
O95149	1
O43929	18
P12429	33
Q9NR30	34
P53618	8
P57678	9
P61201	29
Q7L0R7	1
P60709; P63261; Q562R1	4
P56545; Q13363	8
P07900; P08238; Q58FF6; Q58FF7	11
P16298; Q08209	1
P13646; P19012	1
P78330	4
O60763	20
Q8WXE0	1
Q9NWY4	3
Q9BXS6	11
P41227	2
Q8WUX2	1
P10599; THIO_HUMAN	107
O75391	13
P05386	17
Q86WN1	1
P48444	15
NM_017617_14	2
Q9UK41	1
Q14997	14
P78406	18
Q8TBX8	12
Q9NR56; Q9NUK0	1
A6NKF1	2
Q5JVF3	8
Q8WXW3	1
Q96DX5	1
Q149N8	4
Q9Y4B4	3
Q9P0L0	14
Q969H6	6
P07437; P68371; Q13509; Q13885; Q9BVA1	35
P56282	12
Q9Y490	62
NM_022475_2	1
NM_003482_1	1
O95630	8
P51948	7
Q9Y2K7	27
O60879	1
Q9NX52	2
Q10570	17
Q15042	3
Q9H6D8	1
Q15075	28
P40692	10
Q96P11	5
P35790	4
Q9NYV4	7
P52701	169
Q8IYL3	1
Q8TDW7	3
O95994	5
P13639	189
Q2TAY7	10
Q9C005	62
A5A3E0; P60709; P62736; P63261; P63267; P68032; P68133; Q562R1; Q6S8J3; Q9BYX7	47
O43488; Q8NHP1	17
PRDX1_HUMAN; Q06830; Q13162	7
Q99816	1
Q9UDY4	2
Q9GZS3	16
Q13409	15
O60828	17
Q14683	75
P17540	1
Q15545	2
Q9H078	1
Q96NB3	18
Q7L2J0	13
P63151; Q9Y2T4	1
P50552	25
Q9UBK8	3
Q96PZ0	13
O60443	2
Q9Y6V7	18
P53675; Q00610	60
NM_001077490_1; NM_016592_1; P63092; Q5JWF2	1
Q96RU2	2
P50570	31
P30040	2
NM_001024210_1	1
Q969G3	35
A5A3E0; NM_001005356_1; NM_001136213_1; NM_001145442_1; P0CG38; P0CG39; P60709; P62736; P63261; P63267; P68032; P68133; Q6S8J3	32
Q14919	4
A6NCN2; K2M1_SHEEP; K2M3_SHEEP; KRHB1_HUMAN; KRHB3_HUMAN; KRHB5_HUMAN; KRHB6_HUMAN; O43790; P78385; P78386; Q14533	1
Q9H4Z3	8
K22E_HUMAN; K2C1_HUMAN; P02538; P04259; P04264; P05787; P12035; P13647; P35908; P48668; Q01546; Q7Z794	9
P52569	1
O94842	3
Q9BW85	4
Q9UNH7	1
P31350	8
Q8N9S9	1
O43156	5
P48634	5
P32969	3
P43487	11
O15021	1
Q8N8U9	1
P60228	27
O43172	45
Q9P2E9	1
Q13542	8
Q06547	1
Q9HD15	16
NM_001083585_4; NM_004703_4	1
P17844; Q92841	41
Q96B97	14
O15446	8
P07900; P08238; Q14568; Q58FF7; Q58FF8; Q58FG1	1
Q13554; Q13555; Q13557; Q9UQM7	1
K22E_HUMAN; K2C1_HUMAN; P04264; P35908; Q7Z794	30
O95996	1
O75794	9
P14174	10
Q9Y3B2	12
Q9Y266	9
O95936; Q16650; Q9UL17	1
A9QM74; P52292	7
Q9BTY7	1
Q8WVV9	28
P41091; Q2VIR3	43
O95376	2
P39019	13
P24534	50
Q9NYF8	6
O00479; P05204	1
P11142; P17066; P54652	1
O75475; P51858; Q7Z4V5; Q9Y3E1	10
Q9NQW6	28
O43175	222
O14818	12
B0I1T2	2
Q86WB0	5
P07900	71
Q8NDZ4	2
P11387	21
P67870	50
P06733; P09104; P13929	19
O60610	12
Q9H3M7	2
Q9UNZ2	17
P61158	39
P08651	5
Q96ES7	1
NM_001128174_4; NM_003360_5	1
Q9UHI6	8
NM_000550_1	3
Q5TDH0	4
P28482	3
P25325	1
P25098	3
O75792	5
P13797	20
Q96QD5	2
A8K0R7	1
Q9Y2Z0	7
P30260	39
NM_001105545_1; NM_018479_1; Q9NTX5	1
P49368	63
A0AVT1	5
Q5T0F9	3
Q9H875	1
Q8N4N8; Q99661	3
Q16629	8
Q9BRJ7	14
Q8TEW8	1
P38919	20
Q14980	266
O95166; P60520; Q9H0R8	1
P07900; Q14568; Q58FG0	1
Q9BYV8	1
P53999	146
P05423	5
P13928; Q5VT79	1
Q5SRE5	3
A6NM62	1
P62304	8
Q92499	60
Q8NAA5	1
Q15392	1
Q9BUQ8	14
Q9UMS5	1
O14950; P19105	8
P52292	51
P42575	7
O75828; P16152	12
Q7Z417	2
NM_018440_11	1
Q4LE39	7
P16403	10
Q96BX8	3
Q9UNS2	16
P60842	21
Q53EL6	6
P09661	38
Q92759	11
Q9H6F5	7
Q15404	4
Q9NUU7	1
O75376	6
Q05397	2
P62937; PPIA_HUMAN	51
Q16666; Q6K0P9	3
P62249	26
P00338; Q6ZMR3; Q9BYZ2	2
O14686	3
NM_006313_6	2
A8MPP1; Q96FC9	2
P50238	5
Q9NQZ5	1
Q9BZX2	6
Q92541	13
Q8N999	1
Q8NFC6; Q96IK1	1
ALDOA_RABIT; P04075	225
Q9UIG0	23
Q06546	5
O00762; UBE2C_HUMAN	1
P40227	49
Q9UJX6	29
Q9C029	1
NM_018398_1	2
O60885; Q15059; Q58F21	8
NM_000287_2	1
P02538; P04259; P13647; P48668	2
P52655	4
P00338; Q9BYZ2	9
NM_000263_6	1
P49189	16
Q13416	1
P15121	7
P36639	19
Q9Y678	17
Q9NUQ9	3
Q8TAQ2	40
P04350; P07437; P68371; Q13509; Q13885; Q9BUF5; Q9BVA1	18
Q9Y314	14
P78344	24
Q15758	6
Q9HBL8	1
Q7Z7A4	2
P08727; Q04695	1
O75674	4
Q5JTJ3	3
P67809	8
Q9BQG0	2
Q9NWV4	3
Q9UMY4	6
Q6P1N0	23
P49589	25
Q9H2P0	27
Q7Z4S6	9
P42025	2
Q14149	8
Q9Y296	1
Q8TD16; Q96G01	1
K1H4_HUMAN; O76011	1
Q9H8V3	3
Q96CN9	1
Q14527	16
Q96CW1	3
P21127; Q13882; Q9UQ88	2
Q96PU8	4
Q8NBJ5	2
NM_032206_1	1
P17516; P42330; P52895; Q04828	7
Q86UE8	2
Q8WUB8	5
Q9H8H0	4
NM_006916_1; Q96AT9	1
NM_005947_1	1
ALBU_BOVIN	222
Q00403	5
Q8WUR7	3
Q9NVX2	57
A5YKK6	1
Q96CT7	4
Q08379	1
P08579	6
P08243	39
Q969R2	1
A8MVJ9; Q9NWY4	3
Q15370	14
Q7L576	15
Q12792	10
Q8IX12	32
Q9NPF4	1
P61981	41
Q6STE5; Q92925	1
Q13895	10
O75351	3
P56537	7
Q96IU4	3
O14818; Q8TAA3	25
Q8NC96	1
P48059; Q7Z4I7	3
P53367	2
Q14186	1
Q16690	1
O43852	3
P21675; Q8IZX4	3
Q5JTH9	29
Q9H1Z4	1
Q9BYT8	3
P15927	7
P28347; Q15561; Q15562; Q99594	4
Q13347	43
Q8N1G2	6
NM_007146_8	1
P25205	31
P30405	1
Q9UN66; Q9Y5F0	1
Q99436	2
Q8IZP0	2
Q02078; Q06413; Q14814	2
Q9Y5Q9	17
P60709; P62736; P63261; P63267; P68032; P68133	58
Q9NVI1	37
O15391; P25490	7
P33316	64
Q8IUD2	2
Q8TEA8	3
P10412; P16402; P16403	31
Q15555; Q15691	1
P57721; Q15366	23
P68363; Q71U36; Q9BQE3	60
Q6UX04	3
P02533; Q04695	4
O60885; Q15059	8
O43865; Q96HN2	6
Q13601	5
P61024	20
Q9ULV4	33
P31942	22
A6NEC2; P55786	4
O95372	3
Q13435	56
O75145; O75334; O75335; Q13136	1
NM_004368_2; NM_201277_2	1
Q8WU90	19
O95071	4
P41091	10
P63313	4
P13804	1
P12004	9
Q13404	16
P59998	18
P08107	156
Q00597	1
NM_001018102_1; NM_015532_1; Q6EEV4	2
P09382	91
Q14240	2
NEDD8_HUMAN; Q15843	1
Q96FW1	10
O95819	5
Q9Y6N7	2
P32320	2
O43663	5
A6NHL2; P68363; P68366; Q13748; Q71U36; Q9BQE3; Q9NY65	8
Q16630	31
Q9BQ39; Q9NR30	5
P50570; Q05193	6
P60900	36
Q9UFC0	16
P36969	1
Q8N4C6	1
O15144	31
P06733	75
P51668; P61077; P62837; Q9Y2X8	4
ALDOA_RABIT; P04075; P09972	35
Q99873; Q9NR22	4
A3KN83	7
Q15555; Q9UPY8	1
P46087	3
P48729	4
Q96HW7	5
Q4G0J3	31
P55735	4
P48059; Q7Z4I7; XM_002342257_2	3
P51610	55
Q8IZL8	8
Q99958	2
P61247	34
Q12873	19
Q01167	2
P25490	6
Q9NVM6	6
Q15003	13
Q9Y4B5	1
Q00341	38
P62753	20
CYC_HUMAN; P99999	47
Q9ULK4	2
NM_005679_1; NM_139353_1	1
P40222	17
O43324	6
O75150	51
Q9UBE0	7
Q9BRJ6	3
P05556	2
Q9BUH6	1
Q16576	56
P35270	1
Q9P265	1
Q9Y3E1	4
P48556	2
O60256	1
Q03169	7
NM_016510_4	2
K22E_HUMAN; K2C1_HUMAN; O95678; P02538; P04259; P04264; P05787; P12035; P13647; P35908; P48668; Q01546; Q7Z794	7
Q9HAV4	18
P19623	4
Q9BRA2	14
Q9Y3C8	6
Q96KP4	1
P25815	13
Q12834	2
NM_152372_5	1
Q8NI27	60
Q92522	7
Q5SNT6; Q5SRD0; Q641Q2; Q9Y4E1	2
O75223	41
Q8WVC0	15
P68363; P68366; Q13748; Q6PEY2; Q71U36; Q9BQE3	38
P43686	18
Q5VYK3	39
Q9HC77	1
P25789	29
P55145	1
Q9NVC6	2
Q7Z7K0	2
NM_171999_1	1
Q3KNT7; Q63ZY6; Q96P11	5
E9PAV3; Q13765; Q9BZK3	6
O76080	1
P23588	42
Q9GZZ1	10
NM_001136022_3; NM_004554_3	1
Q92747	10
Q9UHY7	2
Q15742	1
P21980; P49221	1
Q9BWT7	1
Q9NR12	39
Q16658	79
Q9GZS1	2
Q9Y2Q3	1
NM_139279_11	1
NM_001049_1	1
Q04760	23
P52564	15
P36578	2
P42330	1
O94776	127
O14497	21
Q9UBT7	8
Q9P0V9	3
P52597	20
Q4VC05; Q8WUZ0; Q9BQE9	2
Q03001	1
P62316	39
P30085	7
Q96H20	2
Q9NQG5	4
NM_001001331_12; NM_001683_11	1
P30622	14
P16989; P67809; Q9Y2T7	18
Q8N8I0	1
P12277	2
Q96GA3	1
P49411	4
Q96KN9	1
O60361; P15531; P22392	17
O43491	2
O00505; O00629	2
P30153	65
P68402	1
O75832	2
P29353	10
O60641; Q13492	2
Q08211	35
O14976	1
Q9NVH2	4
O60888	6
O95801	1
Q8WWQ0	1
P10412	1
Q9BXB4; Q9BXB5	2
Q9UBU8	18
Q13685	6
P20813	1
NM_032951_5; NM_032952_5; NM_032953_5; NM_032954_5	1
Q07864	51
Q5T1V6	1
P24928	5
Q8TED0	2
NM_023936_1	1
P17812	4
Q8NDH3	9
NM_003019_1	2
Q13123	1
Q16537	1
P09497	3
Q13228	2
P26358	101
Q96KG9	19
P09525	1
P50452	3
Q8NI36	1
Q9Y5Z4	1
Q07666; Q5VWX1	3
NM_001080471_5	1
Q14676	34
Q5H9R7	12
Q96G03	4
Q08170; Q13243; Q13247	16
P21266	1
Q9H6Z4	12
Q9P016	8
Q13330	43
Q9Y490; Q9Y4G6	2
P41743	1
O00425; Q9Y6M1	1
Q53FT3	1
P51665	28
P62701	5
A6ND91	1
P06454	19
NM_003246_5	1
Q12768	14
Q01118; Q15858	1
P25098; P35626	2
Q14978	71
P52209	21
Q5T6V5	1
P49902; Q86YG4	1
Q14444	25
Q9H1D9	7
Q14151; Q15424	11
Q8NCW5	6
Q99638	2
Q9NZC9	1
Q96EK6	15
Q15287	2
Q9Y2D4	2
O00499	7
O43776	12
Q99986	8
P14625; Q58FF3	5
Q9BWD1	13
P60709; P62736; P63261; P63267; P68032; P68133; Q562R1	26
Q9H223	3
Q96T88	47
P11940; Q9H361	27
P57721; Q15365; Q15366	21
Q15814	4
O43809	48
P50747	1
P02538; P13647; P48668	1
Q9BPX5	5
Q15029	189
Q96EN8	21
Q13555	1
Q9H204	1
P07900; P08238; Q58FF6; Q58FF7; Q58FF8	1
Q8WXX5	46
O75934	15
P84077	2
P13489	15
P62333	48
Q9NQT5	7
Q8NDC0	3
O14744	12
Q9NTI5	45
P04406	222
O60341	40
Q96NA2	2
Q9NXG2	4
O95239; Q2VIQ3	48
P54725	1
Q9NV56	12
P29401	93
O14733	3
Q00653	1
Q9Y508	2
Q68E01	55
Q9UI30	19
P78347; Q6EKJ0; Q86UP8	8
P49662	6
Q12904	6
Q7L1Q6; Q9Y6E2	6
P05204	1
O00233	9
P04350; P07437; P68371; Q13509; Q13885; Q9BVA1	20
P11021; P11142; P34931; P54652	40
P02538; P04259; P48668	10
P46108	4
Q9H4L7	7
P28072	19
Q13263	48
P07951	1
K1C9_HUMAN; P35527	97
K2C1_HUMAN; P02538; P04259; P04264; P05787; P13647; P48668	26
O43715	1
KRA3A_SHEEP; KRA3_SHEEP; P0C7H8; Q9BYR9; Q9BYT5; Q9BYU5	1
P49916	1
P49756	114
NM_001001417_1	2
Q66PJ3	1
O95757	12
Q8N2W9	14
Q96EP5	22
Q15019	26
P57772	16
Q9UQ35	119
Q9BY32	2
P63167; Q96FJ2	37
Q9UEG4	1
Q13451	12
Q04323	2
Q92614	103
P13984	53
Q9HD42	1
Q14493	1
P68363; P68366; Q9BQE3; Q9H853; Q9NY65	34
P13010	56
Q9NR45	5
Q6ZVC0	3
Q96G01	2
Q9Y5B6	3
Q8N8R5	6
P63165; SUMO1_HUMAN	11
P49005	8
P42677	2
Q9NRW7	6
Q96EE3	2
Q86YP4; Q8WXI9	11
P84090	6
P0CG00; P49711; Q13422; Q8NI51; Q9UKT9	1
Q13148	8
P33176	18
Q9GZR7	3
P14649; P60660	24
P61289	104
Q96K21	1
P50914	7
Q7L5N1	14
P45985	1
P62191; P62195; Q8NB90	5
P61599	2
Q8WW12	21
Q15233	65
Q14019	8
Q02880	73
Q9Y244	1
P29084	22
Q96FV9	27
P21333; Q14315	21
NM_001137601_1	1
Q9NTZ6	13
Q15648	8
P29144	1
HBA_HUMAN; P69905	1
Q13362; Q14738	2
Q96PZ2	1
Q8ND56	7
Q9BTA9	10
Q09472; Q92793	8
O60504	20
Q9Y5S9	1
Q9NSV4	10
Q9Y6B6	4
Q9UNZ5	3
Q8IUH3	3
Q9NRZ9	15
O15514	2
P26640	52
XM_002343641_2; XM_002345144_2; XM_002347921_2	3
Q16222	30
P20618	23
P62263	18
Q9H307	12
Q96QU8	3
O94913	2
Q93008	1
Q9NYJ1	3
P30876	10
Q9NR48	4
P07900; P08238; Q14568; Q58FF8; Q58FG1	2
P14618	146
O00194; O95716; P20336; P20337; P20338; P20340; P51159; P59190; P61006; P61018; P61026; P61106; P62820; Q14964; Q15286; Q15771; Q5JT25; Q6IQ22; Q7Z6P3; Q86YS6; Q8IZ41; Q92928; Q92930; Q96AX2; Q96DA2; Q96E17; Q9BZG1; Q9H082; Q9H0U4; Q9NP90; Q9NRW1	1
Q12874	65
P38646	1
P55209; Q99733	14
O15198; P84022; Q15796; Q15797; Q99717	1
Q9H8W4	1
P53004	12
P30086	25
P37108	24
P19387	2
A6NIE6; Q9NYV6	1
Q8NFT2	1
Q15293	1
P06737; P11216; P11217	5
P22307	1
P54709	4
P29692	130
Q9BYB4	12
P09960	5
Q92888	3
O75534	39
P49915	270
P46063	34
O00567	1
Q9UN86	29
P68363; P68366	36
Q6PJG2	2
Q9Y3S2	4
Q12788	5
Q9BUE0	1
Q9NSG2	1
NM_017644_3	1
P49711	13
Q9UK76	12
P25685	14
Q6NVY1	5
P05787	6
P05783; P08727	1
P49593	2
Q8N3J3	1
P51858	59
Q96QK1	41
P52895	1
Q9Y3B8	5
P11940; Q4VXU2; Q96DU9	3
Q9UI17	1
Q9H0A8	4
P08621	115
P09012	14
Q9BRP4	2
Q16539	12
P21127; Q9UQ88	23
Q9UKY1	3
P38919; P60842; Q14240	26
Q99747	2
Q14320	8
P42766	1
O00267	92
Q6ZW31	1
Q9UI46	1
Q12769	1
Q86VP6	163
Q7Z4Q2	4
Q9UEY8	1
Q99829	38
Q9NV88	1
P63172	7
Q13614	1
Q6UB35	1
Q9UJ70	3
Q6P2C8	5
P07477; Q9BYE2; TRY1_BOVIN; TRYP_PIG	6
Q13472	3
Q4VC44; Q96CP2	3
Q9UPY6; Q9Y6W5	1
Q00013	12
Q96HA7	4
O00541	27
Q07002	1
P17028	2
Q9Y570	1
Q7Z5K2	14
Q15797; Q99717	1
Q58FF6	1
P58107	46
Q8TAQ2; Q92922	48
Q96C19	6
Q8IYI6	7
Q9GZN8	5
P61353	4
Q13643	1
Q3LXA3	7
O94776; Q13330; Q9BTC8	5
Q9UNS1	11
Q9H4M9; Q9NZN3; Q9NZN4	4
Q969J2	1
Q6P4R8	9
NM_000201_7	1
Q93052	5
P49321	38
P05549	1
Q96KQ7	12
P78345	4
Q01130	19
P16333	1
P14550	3
Q15008	31
O95336	14
Q9NYT0	4
P60953	32
P11940; Q13310	6
P00492	63
P35527	1
Q9GZP4	2
Q63ZY6; Q96P11	2
P02533; P08727; P08779; P19012; Q04695	1
Q04917	19
P20020; P23634	1
Q7LBC6; Q9Y4C1	2
O00268	11
P13639; Q15029	5
Q9UPT8	10
O95983	42
P30154	8
Q9UH65	12
P50995	4
Q8NE71	45
P07900; P08238; Q58FF7; Q58FG0	3
Q6P1J9	63
P19793	2
Q9BTE7	3
P06753	16
P10412; P16401; P16402; P16403; P22492; Q02539	2
A6NDG6	4
O75436	10
Q9Y2W1	24
Q9NVD7	1
Q9BPY3	1
Q15554	2
Q9H9C1	3
P22090; P62701; Q8TD47	10
P06753; P07951; P09493	2
P61086	13
Q3L8U1; Q8TD26; Q9HCK8; Q9P2D1	1
O75607	30
O75164	5
B5ME19; Q99613	136
Q9H9Y6	4
Q9BTT0	4
Q56P03	7
P17174	10
Q15126	20
Q99583	7
Q96P70	11
Q01130; Q9BRL6	25
Q9BQ75	4
P35579	30
Q4L180	1
P36873; P62136; P62140	74
P47897	20
O60894	1
P55854; P61956; Q6EEV6	7
P12955	1
Q96FX7	2
P35030; TRY1_BOVIN; TRYP_PIG	1
P13798	3
P29083	23
P35637	1
P62714; P67775	12
Q14241	20
P63010; Q10567	14
Q9NWH9	4
O75182	3
NM_000168_14	1
P35613	10
P55809	2
P41214	11
Q9H2C0	1
Q92769	27
Q8N0Y7	2
Q15717	61
Q8N328	2
Q9Y3X0	2
P35268	2
Q8N4J0	1
Q9H0E3	12
Q9BXW9	26
P11908; P21108	1
Q13535	46
NM_003590_2	1
Q8TC29	1
Q9Y4G6	10
Q14011	3
NQO1_HUMAN; P15559	20
NM_015048_15	2
P49754	3
Q9H3P7	2
P54727	11
Q13428	198
Q9UBV8	1
Q9H0E9	1
Q8TDX7	2
P53990	4
O95678; P02538; P04259; P48668	2
P39748	34
P18615	7
Q9UL15	2
NM_016319_1	1
Q96F63	1
Q5S007	2
Q9P021	2
Q8IY18	2
O00629	10
P37198	8
O43681	8
P34896	12
P63241; Q6IS14; Q9GZV4	12
Q92841	41
Q86TC9	5
Q8WXF1	10
Q15269	1
P46783	8
P56270	8
Q6IA86	1
P42695	50
Q99729	5
P48637	8
Q15102	1
Q96JM2	1
O43592	10
Q9NXF1	6
P08238; Q58FF7	21
Q9BRS2	1
Q9Y5S2	5
Q14914	12
O95067	6
Q8WZ42	4
O43583	9
P55211	1
Q8N5G0	1
P25440	15
K1H1_HUMAN; K1M1_SHEEP; Q15323	1
Q5T5X7	5
Q5VWQ0	4
Q99584	11
P35659	57
P31431	6
NM_017767_2	1
P28838	1
P33240	20
P07900; P08238; Q58FF7	5
P31947	32
Q9Y606	3
Q9HCD5	1
P49642	11
Q08752	58
P52788	1
B2RPK0; P09429	12
O60244	8
Q9Y237	1
Q9NRR5; Q9UHD9; Q9UMX0	9
P48739	1
Q8NCA5	1
P62195	31
Q6UWP8	1
P23193	11
NM_001127231_2; NM_001127232_2; NM_015570_2	1
NM_001145777_5	2
Q8IYS1	10
NM_000476_1	1
P05161	10
P10588	4
Q8NFJ5	1
Q9UKM9	5
Q08AF3; Q68D06; Q7Z7L1	2
O94979	21
Q9Y4X5	40
P61088; Q5JXB2	44
Q9BY11; Q9UNF0	1
Q15024	12
P21291	88
Q8IWX8	1
O75937	7
Q9H7B4	2
Q14839; Q8TDI0	28
P34932	43
B2RPK0; P09429; P23497	5
P40121	10
P62942	2
P85037	4
Q92905	7
Q96FF9	3
Q9UPR0	1
P62191	42
Q16851	9
Q15642	3
P35052	1
P63241	12
O14908	9
O60476	1
P49354	3
P50454	10
P05023; P13637	6
Q12906; Q96SI9	8
P35251	2
P31943	77
O95433	11
P49674	1
P07900; P08238; Q14568; Q58FF7; Q58FG1	4
Q9BUI4	11
P46781	24
Q6NXE6	1
O94906	47
P32119	37
P51003	9
XM_002347971_13	1
P15531; P22392	42
A6NMY6; P07355	499
Q9UHD9	1
KRHB1_HUMAN; KRHB3_HUMAN; KRHB6_HUMAN; O43790; P78385; Q14533	1
O60716	9
O95626; P39687; Q92688	5
O75575	2
O75348; O95670	2
Q9BTE3	10
Q15361	1
P62495	34
Q9UHR6	2
P08107; P11142; P17066; P34931; P48741; P54652	50
NM_170587_1	1
Q9BUL8	5
P52735	2
Q9H583	9
Q12974; Q93096	2
P0CG00	1
Q9NYB0	11
P49588	33
P84101	1
O75122	1
O95218	23
Q13155	7
Q68CP9	29
K22E_HUMAN; K2C1_HUMAN; P04264; P35908	9
Q9UM13	1
P40818	9
Q99504	1
P22090; P62701	7
O75533	52
P52434	3
O00148	14
P15153; P60763; P63000	4
Q96AX1	2
Q8TDB6	1
P14618; P30613	7
P11802	5
Q15555	7
O60907; Q9BZK7	3
NM_007039_4	1
Q13523	16
P16220; P18846	3
Q86W42	21
P35241	45
Q8NBZ0	1
P47712	3
P42224	6
Q9BVC5	8
P0C0S5; Q71UI9	4
P13693; Q56UQ5	1
Q09028; Q16576	100
NM_001326_1	1
P58546	5
P49842	3
Q05925	1
Q9H814	6
Q8WUA4	16
Q96L92	5
Q70J99	13
Q9UKX7	1
P63104	60
Q96Q11	3
P50991	65
P10809	11
Q8IZ73	10
P42330; P52895; Q04828	4
Q14966	1
P15311; Q5TZA2	1
P51153; P59190; P61006; P61026; P62820; Q15286; Q92928; Q92930; Q9H0U4	2
O15145	5
P54652	11
K1H1_HUMAN; K1H5_HUMAN; K1HA_HUMAN; K1M1_SHEEP; O76009; Q15323; Q92764	1
Q5MIZ7	1
ALDOA_RABIT; P04075; P05062	7
Q96J02	4
P07900; P08238; Q14568	4
Q9H981	19
P00973	1
Q12873; Q14839; Q8TDI0	38
Q2NL82	32
P07108	3
Q9NY12	5
Q12789	26
Q7Z7F0	8
Q9ULG1	7
P19388	10
Q7Z6P3	1
O00231	90
P42166	12
Q9BQ69	24
P55854	2
P19367	24
P53396	61
Q13200	81
P00492; Q9NRG1	5
O43707	124
A6NKT7; P49792; Q7Z3J3	1
Q9UQE7	90
Q99439	3
O60216	19
Q05932	3
Q9BSH4	2
NM_201998_1	1
P61586	2
NM_006494_1	1
Q92466	30
O43143	49
P62266	41
Q8NC51	16
O60907; Q9BQ87; Q9BZK7	10
Q9H0P0	1
Q6NZY4	8
P21399	11
Q9UQR0	5
P15880	38
O76021	16
P53621	20
Q8N6T7	6
O15047	6
Q9P000	9
Q9BV20	1
P32119; PRDX1_HUMAN; Q06830	6
O15428; Q13526	5
Q969U7	3
Q96FQ6	11
Q08AF3	16
O95819; Q8N4C8; Q9UKE5	1
O75369; Q14315	1
Q7Z569	1
Q99801	1
Q52LJ0	7
Q96G46	1
P18887	6
A5A3E0; NM_001145442_1; P0CG38; P0CG39; P60709; P63261; Q6S8J3; Q9BYX7	73
KRHB1_HUMAN; KRHB6_HUMAN; O43790; Q14533	1
Q13496	1
Q16401	18
P13693	3
Q8WWY3	7
Q8WWI1	1
Q9H773	1
Q96C92	1
P33981	2
Q15185	39
Q86UP2	1
O60518	1
Q9ULW0	18
O14981	16
Q9NWB6	1
P09651; P22626; P51991; Q32P51	4
Q15459	86
Q92925	26
Q00577	2
P31939	99
P41252	25
Q2M389	24
P04350; Q9BUF5	1
Q9BZL1	19
Q7RTS9	1
NM_021185_2	1
Q96QC0	13
P49643	25
A6NHR9	48
P22314	159
NM_058187_2	1
P23258	3
Q6P6C2	8
Q7Z460	1
P29474	1
Q9BRP1	9
Q9BWH6	1
Q8N3U4	18
Q12873; Q8TDI0	6
P07476	1
Q8NEU8	1
O60885; P25440	8
P49247	2
P78371	118
Q5SQS8	1
NM_001105541_3; NM_005382_3	1
NM_001044385_2; NM_152388_2	1
P55263	1
Q9BV44	6
P14635	18
Q96B36	13
Q96EK9	3
Q9UK22	1
Q70Z53	1
Q9P0P0	1
Q6P2E9	28
NM_001144932_2; P28074	11
Q13868	7
P08107; P17066; P48741	69
NM_001034025_1; P30040	2
Q96GM8	8
Q14147	6
Q9BUP3	2
Q14653	2
Q9NZ32	2
NM_001010865_1	1
P61244	2
Q9NQ29; Q9Y383	30
Q15651	10
P80217	7
P04080	6
Q13362; Q14738; Q15173; Q16537	1
P30153; P30154	20
NM_001144879_1; P29218	3
O75131	79
P62820; Q92928; Q9H0U4	17
P61964	21
Q8TF74	7
Q9UJX4	25
P38606	9
NM_003574_5; NM_194434_5	1
O75821	23
O00193	5
P42285	58
Q15650	2
P49023	1
Q00169	3
TRY1_BOVIN	534
O00479	1
Q13620	6
Q9UKS6	14
Q9Y617	34
Q14CX7	17
P39023	2
Q13887	1
P08195	34
K1C10_HUMAN; P02533; P08779; P13645; Q7Z3Y7; Q7Z3Y8; Q7Z3Y9; Q7Z3Z0	3
Q9H7X3	1
Q9UNE7	1
P09848	1
Q15527	4
O95777	5
P46109	3
Q15751	1
NM_021253_2; NM_172016_3	1
Q8TEX9	55
NM_005678_1; P14678; P63162; Q92611	8
Q6XQN6	3
Q8IX15	9
P60484	1
P54578	7
P49917	3
P39687; Q92688	10
NM_183359_1; Q9H0E9	4
P47756	16
Q14839	145
Q9H4A6	3
P42773	3
Q9H2U1	5
P12956	71
NM_033487_1; NM_033488_1; NM_033489_1; P21127; Q9UQ88	2
Q13057	15
A5A3E0; P0CG38; P60709; P62736; P63261; P63267; P68032; P68133; Q6S8J3; Q9BYX7	64
P0CG47; P0CG48; P62979; P62987; RS27A_HUMAN	56
Q7L5Y1	1
Q9Y5K6	22
O60749; Q13596	1
Q96BH1	2
P36915	4
Q86U44	5
Q15477	7
Q14651	3
Q01518	20
Q13976	2
Q15365; Q15366	2
P12270	634
Q03468	6
Q8NFW8	14
P07900; P08238; Q58FF6; Q58FF7; Q58FG0	13
P08107; P34931	75
NM_003155_6	2
Q8N8D1	2
Q9NR33	1
P09429; P26583	6
Q6UB98	2
Q01970	21
Q9Y6X3	2
O43488	5
Q01581	1
Q8N137	1
Q6PCB5	5
Q8N163	74
